Zip,School,Rating
89142,Kathleen & Tim Harney Middle School,4
89142,East Career Technical Academy,8
89145,Helen M Smith Elementary School,7
89145,Walter Jacobson Elementary School,7
89145,Walter Johnson Junior High School,3
89145,International Christian Academy,4
89084,Vincent L Triggs Elementary School,7
89084,Brian & Teri Cram Middle School,3
89084,Theron H & Naomi D Goynes Elementary School,7
89084,Legacy High School,3
89120,Bill Y Tomiyasu Elementary School,4
89120,Doris French Elementary School,8
89120,Harley Harmon Elementary School,3
89120,Helen C Cannon Junior High School,5
89120,Southeast Career Technical Academy,9
89120,Montessori Visions Academy,4
89120,Explore Knowledge Academy,6
89120,Del Sol High School,2
89120,American Heritage Academy,5
89120,Discovery Charter School,4
89044,Shirley & Bill Wallin Elementary School,10
89156,Mountain View Elementary School,2
89156,Martin Luther King Jr Elementary School,3
89156,Helen Herr Elementary School,1
89156,Dr. William (Bob) H  Bailey Middle School,3
89156,Sunrise Mountain High School,2
89156,Liliam Lujan Hickey Elementary School,4
89169,Robert E Lake Elementary School,4
89169,Dean Petersen Elementary School,2
89106,Kermit R Booker Sr Elementary School,3
89106,Kit Carson Elementary School,4
89106,Mabel Hoggard Elementary School,9
89106,Wendell P. Williams Elementary School,2
89106,Matt Kelly Elementary School,1
89106,Advanced Technologies Academy,10
89106,West Prepatory Academy At Charlles I West Hall Sec,7
89106,Ollie Detwiler Elementary School,1
89106,Andre Agassi College Preparatory Academy,5
89106,Veterans Tribute Career Techincal Academy,10
89106,Imagination Plus Child Care Center,4
89106,Rainbow Dreams Academy,2
89106,West Prepatory Academy At Charles I West Hall Elementary,4
89106,Andre Agassi College Preparatory Academy,5
89106,Delta Academy,1
89118,Grant Sawyer Middle School,4
89118,Marion B Earl Elementary School,6
89118,Helen Jydstrup Elementary School,5
89144,Palo Verde High School,9
89144,John W Bonner Elementary School,10
89144,Ethel W. Staton Elementary School,9
89144,Sig Rogich Middle School,4
89146,Bonanza High School,3
89146,Doris Hancock Elementary School,2
89146,R Guild Gray Elementary School,5
89146,Elaine Wynn Elementary School,5
89146,College Of So. Nv High School West,9
89146,Las Vegas Day School,4
89146,Las Vegas Junior Academy,4
89146,Wassell Academy,3
89146,Odyssey Charter School K-5,5
89146,Odyssey Charter High School,1
89146,New Horizons Academy,4
89146,Cornerstone Christian Academy,4
89146,Dr. C Owen Roundy Elementary School,5
89146,Odyssey Charter School 6-8,5
89146,Journey Education,5
89027,Virgin Valley Elementary School,6
89027,Virgin Valley High School,5
89027,Charles Arthur Hughes Middle School,4
89005,Andrew Mitchell Elementary School,4
89005,Boulder City High School,8
89005,Elton M Garrett Junior High School,4
89005,Martha P King Elementary School,8
89005,Grace Christian Academy,5
89138,Linda Rankin Givens Elementary School,9
89029,William G Bennett Elementary School,1
89029,Laughlin Jr/Sr High School,5
89109,Valley High School,2
89109,Helen J Stewart School,5
89143,James Bilbray Elementary School,9
89143,William & Mary Scherkenbach Elementary School,6
40324,Western Elementary School,6
40324,Eastern Elementary School,4
40324,Garth Elementary School,3
40324,Georgetown Middle School,2
40324,Scott County High School,7
40324,Scott County Middle School,6
40324,Southern Elementary School,3
40324,Scott County Ninth Grade School,3
40324,Northern Elementary School,7
40324,St John School,5
40324,Providence Christian Academy,4
40324,Anne Mason Elementary School,5
40324,Royal Spring Middle School,5
40509,Eastside Technical Center,5
40509,Martin L King Academy for Excellence Alternative School,3
40509,Edythe Jones Hayes Middle School,6
40509,Athens-Chilesburg Elementary School,7
40509,Liberty Elementary School,9
40517,Lansdowne Elementary School,4
40517,Southern Elementary School,3
40517,Tates Creek Elementary School,3
40517,Tates Creek Middle School,3
40517,Tates Creek High School,4
40517,Southern Middle School,4
40517,Millcreek Elementary School,3
40517,Blue Grass Baptist School,4
40356,Rosenwald Dunbar Elementary School,5
40356,Hattie C. Warner Elementary School,4
40356,East Jessamine Middle School,4
40356,Nicholasville Elementary School,3
40356,West Jessamine Middle School,6
40356,Brookside Elementary School,4
40356,West Jessamine High School,8
40356,East Jessamine High School,5
40356,The Providence School,5
40515,Veterans Park Elementary School,8
40515,Squires Elementary School,5
40515,Trinity Christian Academy,4
40515,Seton Catholic School,5
40515,KORE Academy,4
40515,Lexington Universal Academy,4
40515,Sandersville Elementary School,7
40391,George Rogers Clark High School,8
40391,Conkwright Elementary School,4
40391,Fannie Bush Elementary School,5
40391,Shearer Elementary School,5
40391,Strode Station Elementary School,7
40391,Clark County Day Treatment Program,1
40391,Baker Intermediate School,4
40391,St. Agatha Academy,4
40391,Calvary Christian School,5
40391,Willis H Justice Elementary,5
40391,Robert D Campbell Junior High School,5
40502,Ashland Elementary School,7
40502,Cassidy Elementary School,8
40502,Henry Clay High School,7
40502,Madeline M Breckinridge Elementary School,4
40502,Morton Middle School,7
40502,Glendover Elementary School,8
40502,Julius Marks Elementary School,4
40502,Christ the King School,4
40511,Leestown Middle School,4
40511,Russell Cave Elementary School,3
40511,Winburn Middle School,2
40511,Opportunity Middle College,5
40503,Scapa At Bluegrass,9
40503,Lafayette High School,8
40503,Stonewall Elementary School,6
40503,Clays Mill Elementary School,8
40503,Jessie M Clark Middle School,8
40503,Wellington Elementary School,8
40503,Lexington Catholic High School,5
40503,Community Montessori School,3
40503,Summit Christian Academy,5
40503,Lexington Christian Academy,4
40503,"Ardor Montessori School, Inc.",5
40503,Clays Mill Road Christian Academy,5
40503,Mary Queen Of The Holy Rosary School,4
40504,Beaumont Middle School,7
40504,Garden Springs Elementary School,4
40504,Picadome Elementary School,6
40504,James Lane Allen Elementary School,2
40504,Cardinal Valley Elementary School,1
40504,Lexington Day Treatment Center,5
40504,The Lexington School,5
40504,Lexington Montessori School,5
40504,Lexington Junior Academy,5
40505,Arlington Elementary School,1
40505,Crawford Middle School,1
40505,Bryan Station Middle School,4
40505,Deep Springs Elementary School,2
40505,Dixie Elementary Magnet School,5
40505,Northern Elementary School,2
40505,Yates Elementary School,2
40505,Meadowthorpe Elementary School,6
40505,Bryan Station High School,3
40505,Mary Todd Elementary School,2
40508,Lexington Trad Magnet School,3
40508,Maxwell Spanish Immersion Elementary School,6
40508,Providence Montessori School,5
40508,Booker T Washington Intermediate Academy,3
40508,William Wells Brown Elementary School,2
40383,Southside Elementary School,7
40383,Simmons Elementary School,5
40383,Woodford County High School,8
40383,Woodford County Middle School,7
40383,Huntertown Elementary School,8
40383,Safe Harbor Academy,4
40383,St Leo School,4
40383,Woodford Christian School,5
40383,Versailles Montessori School,4
40361,Cane Ridge Elementary School,6
40361,Bourbon County High School,6
40361,Bourbon County Middle School,5
40361,Bourbon Central Elementary School,4
40361,Paris Elementary School,2
40361,Paris High School,5
40361,Paris Middle School,2
40361,St Mary School,4
40513,Rosa Parks Elementary School,8
40513,Paul Laurence Dunbar High School,7
72034,Jim Stone Elementary School,6
72034,Carl Stuart Middle School,7
72034,Conway High West,8
72034,Ellen Smith Elementary School,5
72034,Ida Burns Elementary School,6
72034,Julia Lee Moore Elementary School,7
72034,Marguerite Vann Elementary School,4
72034,Ruth Doyle Intermediate School,8
72034,Woodrow Cummins Elementary School,8
72076,Bayou Meto Elementary School,4
72076,Warren Dupree Elementary School,1
72076,Jacksonville High School,1
72076,Tolleson Elementary School,2
72076,Arnold Drive Elementary School,8
72076,Pinewood Elementary School,2
72076,Murrell Taylor Elementary School,2
72076,Jacksonville Christian Academy,4
72076,Hope Lutheran School,5
72076,Jacksonville Lighthouse Middle School,1
72076,Jacksonville Middle School,2
72076,Jacksonville Lighthouse Elementary School,3
72076,Flightline Upper Academy,6
72023,Cabot High School,9
72023,Eastside Elementary School,9
72023,Magness Creek Elementary School,8
72023,Cabot Middle School South,7
72023,Cabot Junior High North,8
72023,Westside Elementary School,7
72023,Cabot Junior High South,8
72023,Southside Elementary School,7
72023,Northside Elementary School,8
72023,Central Elementary School,5
72023,Trinity Christian School,5
72023,Cabot Middle School North,8
72023,Academic Center For Excellence,5
72023,Stagecoach Elementary School,8
72023,Mountain Springs Elementary School,9
72120,Clinton Elementary School,4
72120,Cato Elementary School,6
72120,Sherwood Elementary School,6
72120,Sylvan Hills Elementary School,5
72120,Sylvan Hills High School,3
72120,Sylvan Hills Middle School,3
72120,Northwood Middle School,3
72120,Oakbrooke Elementary School,5
72120,Victory Baptist School,5
72120,Abundant Life School,4
72204,Franklin Incentive Elementary School,1
72204,Parkview Magnet High School,7
72204,Romine Interdist. Elementary School,2
72204,Western Hills Elementary School,3
72204,Wilson Elementary School,2
72204,Bale Elementary School,2
72204,David O'dodd Elementary School,2
72204,Shiloh Sda School,5
72204,Stephens Elementary School,3
72204,The Huda Academy,4
72032,Theodore Jones Elementary School,5
72032,Bob Courtway Middle School,5
72032,Florence Mattison Elementary School,3
72032,Vilonia Primary School,5
72032,Conway Christian School,5
72032,St Joseph School,5
72032,Academy Of Technology,5
72032,Ray/Phyllis Simon Intermediate School,6
72209,Meadowcliff Elementary School,2
72209,Baseline Elementary School,2
72209,Geyer Springs Elementary School,5
72209,Otter Creek Elementary School,5
72209,Wakefield Elementary School,3
72209,Mcclellan Magnet High School,1
72209,Southwest Christian Academy,3
72209,St Theresa Catholic School,5
72209,Covenant Keepers Charter School,2
72209,Watson Intermediate School,2
72209,Chicot Primary School,5
72209,Siatech High Charter,1
72205,Brady Elementary School,2
72205,Forest Heights Stem Academy,8
72205,Hall High School,1
72205,Henderson Middle School,2
72205,Pulaski Heights Middle School,5
72205,Pulaski Heights Elementary School,6
72205,Our Lady-Holy Souls School,5
72205,Mt St Mary Academy,4
72205,Christ Lutheran School,5
72205,The Childrens House Montessori School,4
72205,Little Rock Adventist Academy,5
72205,Ati'Day Yisroel Preschool,4
72205,Catholic High School For Boys,4
72205,Lisa Academy,7
72205,Lisa Academy High,8
72113,Pine Forest Elementary School,6
72113,Central Arkansas Christian High School,4
72113,Academics Plus Charter School,8
72113,Academics Plus High Charter School,8
72113,Maumelle Middle School,4
72113,Maumelle High School,3
72211,Terry Elementary School,5
72211,Arkansas Virtual Academy,5
72211,Arkansas Virtual Academy Jr,5
72015,Angie Grant Elementary School,4
72015,Benton High School,9
72015,Caldwell Elementary School,8
72015,Benton Junior High School,6
72015,Perrin Elementary School,8
72015,Ringgold Elementary School,8
72015,Benton Middle School,6
72015,Salem Elementary School,7
72015,Harmony Grove High School,5
72015,Westbrook Elementary School,6
72015,Our Lady Of Fatima Catholic School,4
72015,Harmony Grove Middle School,6
72015,Hurricane Creek Elementary School,7
72223,Baker Interdistrict Elementary School,9
72223,Joe T. Robinson Elementary School,7
72223,Joe T. Robinson High School,3
72223,Joe T. Robinson Middle School,5
72223,Little Rock Christian Academy,5
72223,Chenal Valley Montessori School,4
72223,Chenal Elementary School,9
72223,Don Roberts Elementary School,9
72223,Aspire Christian Academy,5
72206,East End Intermediate School,5
72206,East End Elementary School,4
72206,Booker Arts Magnet Elementary School,4
72206,Dunbar Magnet Middle School,3
72206,Mann Magnet Middle School,6
72206,Rockefeller Incentive Elementary School,2
72206,Washington Magnet Elementary School,2
72206,Fuller Middle School,2
72206,Landmark Elementary School,4
72206,Wilbur D. Mills High School,3
72206,Bates Elementary School,3
72206,Little Rock Prep Academy,3
72116,Crestwood Elementary School,8
72116,Indian Hills Elementary School,6
72116,Lakewood Elementary School,5
72116,Immaculate Conception School,4
72116,Calvary Academy,4
72118,Amboy Elementary School,4
72118,Crystal Hill Elementary School,5
72118,Oak Grove Elementary School,3
72118,Immaculate Heart of Mary School,5
72118,North Little Rock Montessori School,5
72022,Bryant High School,8
72022,Bryant Elementary School,7
72022,Collegeville Elementary School,7
72022,Bryant Middle School,6
72210,J.A. Fair High School,2
72210,Lawson Elementary School,4
72058,Greenbrier Junior High School,10
72058,Greenbrier Eastside Elementary School,8
72058,Greenbrier High School,9
72058,Greenbrier Middle School,10
72058,Greenbrier Westside Elementary School,9
72058,Greenbrier Wooster Elementary School,9
72002,Robert L. Davis Elementary School,7
72002,Springhill Elementary School,8
72002,Avilla Christian Academy,5
72002,Bethel Middle School,8
72202,M.L. King Magnet Elementary School,3
72202,Carver Magnet Elementary School,4
72202,Central High School,7
72202,Gibbs Magnet Elementary School,8
72117,Glenview Elementary School,2
72117,Meadow Park Elementary School,2
72117,Harris Elementary School,2
72117,Lisa Academy North Middle,6
72117,Lisa Academy North Elementary,5
72103,Mabelvale Elementary School,2
72103,Mabelvale Middle School,2
72103,Garrett Memorial Christian School,5
72227,Miss Selma's Schools,5
72207,Forest Park Elementary School,9
72207,Jefferson Elementary School,7
72207,Mcdermott Elementary School,3
72207,Williams Magnet Elementary School,8
72207,Arkansas River Valley Montessori,3
72212,Fulbright Elementary School,5
72212,Pulaski Academy,5
72212,Arkansas Baptist School System,4
72212,Little Rock Montessori School,4
72173,Vilonia Junior High School,8
72173,Vilonia Middle School,7
72173,Vilonia Elementary School,6
72173,Vilonia High School,9
72176,Ward Central Elementary School,5
75605,Spring Hill Intermediate School,7
75605,Spring Hill High School,7
75605,Spring Hill J High School,7
75605,St. Mary's Catholic School,5
75605,Crisman School,4
75605,Christian Heritage School,4
75605,Spring Hill Primary School,3
75604,Longview Christian Academy,5
75662,Chandler Elementary School,3
75662,Kilgore High School,4
75662,Kilgore Middle School,4
75662,Kilgore Intermediate School,3
